iso3c,country,year,total_cases_per_million,total_deaths_per_million,excess_mortality,vaccination_rate,full_vaccination_rate,booster_rate,peak_icu_patients,peak_hosp_patients,avg_stringency,population
NZL,New Zealand,2024,514260.6,834.81,NA,NA,NA,95.36,NA,NA,NA,5185289
OMN,Oman,2020,27121.32,315.21,292.42,0.14,NA,NA,NA,NA,64.16320441988952,4576300
OMN,Oman,2021,64491.2,947.1,990.43,68.22,63.42,0.71,NA,NA,56.82715068493152,4576300
OMN,Oman,2022,84416.24,978.39,958.59,71.67,66.62,17.04,NA,NA,18.527561643835632,4576300
OMN,Oman,2023,84446.06,978.39,776.94,NA,NA,NA,NA,NA,NA,4576300
OMN,Oman,2024,84446.06,978.39,NA,NA,NA,NA,NA,NA,NA,4576300
PAK,Pakistan,2020,1926.47,40.28,NA,NA,NA,NA,NA,NA,55.10848066298343,235824864
PAK,Pakistan,2021,5306.02,118.61,NA,41.12,29.93,NA,NA,NA,57.80989041095891,235824864
PAK,Pakistan,2022,6465.52,125.71,NA,65.59,55.71,20.75,NA,NA,44.44375342465754,235824864
PAK,Pakistan,2023,6485.95,125.79,NA,70.21,59.57,22.54,NA,NA,NA,235824864
PAK,Pakistan,2024,6485.95,125.79,NA,NA,NA,NA,NA,NA,NA,235824864
PAN,Panama,2020,51504.6,853.49,702.22,NA,NA,NA,NA,NA,64.42480662983422,4408582
PAN,Panama,2021,110520.83,1683.57,1724.42,70.79,63.61,6.1,NA,NA,66.15997260273971,4408582
PAN,Panama,2022,232636,1946.7,NA,79.81,71.75,45.53,NA,NA,20.005534246575337,4408582
PAN,Panama,2023,236964.56,1966.47,NA,80.15,72,46.13,NA,NA,NA,4408582
PAN,Panama,2024,237417.66,1987.83,NA,NA,NA,NA,NA,NA,NA,4408582
PCN,Pitcairn,2020,0,0,NA,NA,NA,NA,NA,NA,NA,47
PCN,Pitcairn,2021,0,0,NA,100,100,NA,NA,NA,NA,47
PCN,Pitcairn,2022,88888.89,0,NA,100,100,48.94,NA,NA,NA,47
PCN,Pitcairn,2023,88888.89,0,NA,NA,NA,NA,NA,NA,NA,47
PCN,Pitcairn,2024,88888.89,0,NA,NA,NA,NA,NA,NA,NA,47
PER,Peru,2020,30038.32,2763.91,2387.32,NA,NA,NA,NA,NA,68.11895027624308,34049588
PER,Peru,2021,67897.1,6047.84,5476.64,72.95,64.86,12.24,NA,NA,63.228739726027406,34049588
PER,Peru,2022,132598.06,6512.45,5901.34,88.81,83.54,82.49,NA,NA,30.204082191780817,34049588
PER,Peru,2023,134582.86,6587.4,NA,89.76,84.32,94.39,NA,NA,NA,34049588
PER,Peru,2024,135232.81,6601.11,NA,NA,NA,NA,NA,NA,NA,34049588
PHL,Philippines,2020,4115.35,79.56,-99.27,NA,NA,NA,NA,NA,66.5563812154696,115559008
PHL,Philippines,2021,24906.69,449.26,2023.22,48.56,42.94,1.55,NA,NA,72.81282191780822,115559008
PHL,Philippines,2022,35619.64,572.65,2245.34,67.81,63.97,18.45,NA,NA,36.783643835616445,115559008
PHL,Philippines,2023,36258.71,586.1,2326.85,71.55,67.88,20.61,NA,NA,NA,115559008
PHL,Philippines,2024,36330.51,586.71,NA,NA,NA,NA,NA,NA,NA,115559008
PLW,Palau,2020,0,0,NA,NA,NA,NA,NA,NA,NA,18084
PLW,Palau,2021,449.84,0,NA,NA,NA,NA,NA,NA,NA,18084
PLW,Palau,2022,335582.53,506.07,NA,NA,NA,NA,NA,NA,NA,18084
PLW,Palau,2023,352282.94,506.07,NA,NA,NA,NA,NA,NA,NA,18084
PLW,Palau,2024,358299.6,562.3,NA,NA,NA,NA,NA,NA,NA,18084
PNG,Papua New Guinea,2020,76.45,0.88,NA,NA,NA,NA,NA,NA,44.94720994475138,10142625
PNG,Papua New Guinea,2021,3541.05,57.82,NA,2.8,2.17,NA,NA,NA,57.256246575342466,10142625
PNG,Papua New Guinea,2022,4576.22,65.57,NA,3.6,3,0.3,NA,NA,33.88632876712328,10142625
PNG,Papua New Guinea,2023,4593.08,65.67,NA,3.77,3.17,0.34,NA,NA,NA,10142625
PNG,Papua New Guinea,2024,4593.08,65.67,NA,NA,NA,NA,NA,NA,NA,10142625
POL,Poland,2020,32822.69,708.78,1506.12,0.12,NA,NA,NA,577.89,48.80157458563536,39857144
POL,Poland,2021,105529.62,2457.42,4015.03,54.38,52.8,17.22,NA,874.72,53.05386301369864,39857144
POL,Poland,2022,165826.77,3086.43,4447.03,57.33,56.76,38.1,NA,492.66,18.031561643835648,39857144
POL,Poland,2023,172774.22,3132.36,3801.39,57.4,56.83,38.62,NA,NA,NA,39857144
POL,Poland,2024,173783.28,3145.08,NA,NA,NA,NA,NA,NA,NA,39857144
PRI,Puerto Rico,2020,25394.55,502.94,551.48,NA,NA,NA,NA,NA,0,3252412
PRI,Puerto Rico,2021,77857.53,1018.52,1430.05,NA,NA,NA,NA,NA,NA,3252412
PRI,Puerto Rico,2022,348981.53,1709.67,2873.31,NA,NA,NA,NA,NA,NA,3252412
PRI,Puerto Rico,2023,386523.97,1832.17,3752.09,NA,NA,NA,NA,NA,NA,3252412
PRI,Puerto Rico,2024,386523.97,1832.17,NA,NA,NA,NA,NA,NA,NA,3252412
PRK,North Korea,2020,0,0,NA,NA,NA,NA,NA,NA,NA,26069416
PRK,North Korea,2021,0,0,NA,NA,NA,NA,NA,NA,NA,26069416
PRK,North Korea,2022,0,0,NA,NA,NA,NA,NA,NA,NA,26069416
PRK,North Korea,2023,0,0,NA,NA,NA,NA,NA,NA,NA,26069416
PRK,North Korea,2024,0,0,NA,NA,NA,NA,NA,NA,NA,26069416
PRT,Portugal,2020,36236.09,642.7,927.21,NA,NA,NA,52.19,327.82,54.84776243093924,10270857
PRT,Portugal,2021,123129.38,1813.18,2022.14,91.5,83.15,30.58,88.02,668.78,60.15832876712327,10270857
PRT,Portugal,2022,532833.6,2474.11,2965.19,95.3,86.7,68.53,17.52,249.25,16.664191780821923,10270857
PRT,Portugal,2023,541370.7,2681.08,3247.26,95.62,86.75,68.99,NA,NA,NA,10270857
PRT,Portugal,2024,543733.1,2765.56,NA,NA,NA,NA,NA,NA,NA,10270857
PRY,Paraguay,2020,15367,318.62,401.5,NA,NA,NA,NA,NA,62.95690607734807,6780745
PRY,Paraguay,2021,68801.52,2455.16,3308.96,51.17,43.48,6.13,NA,NA,49.01498630136986,6780745
PRY,Paraguay,2022,106811.21,2908.97,4039.59,58.63,52.06,29.22,NA,NA,19.70498630136984,6780745
PRY,Paraguay,2023,108832.66,2940.63,3886.02,58.9,52.31,32.52,NA,NA,NA,6780745
PRY,Paraguay,2024,108832.66,2940.63,NA,NA,NA,NA,NA,NA,NA,6780745
PSE,Palestine,2020,27998.56,265.02,238.55,NA,NA,NA,NA,NA,67.00964088397791,5250076
PSE,Palestine,2021,88297.61,923.61,922.94,36.4,28.87,0.05,NA,NA,70.87958904109588,5250076
PSE,Palestine,2022,132552.62,1075.91,NA,38.34,33.85,6.42,NA,NA,17.807534246575326,5250076
PSE,Palestine,2023,132552.62,1075.91,NA,NA,NA,NA,NA,NA,NA,5250076
PSE,Palestine,2024,132552.62,1075.91,NA,NA,NA,NA,NA,NA,NA,5250076
PYF,French Polynesia,2020,59025.14,385.18,8.61,NA,NA,NA,NA,NA,NA,306292
PYF,French Polynesia,2021,165420.19,2268.28,1796.49,55.5,51.94,NA,NA,NA,NA,306292
PYF,French Polynesia,2022,277863.97,2314.64,NA,62.28,60.75,36.64,NA,NA,NA,306292
PYF,French Polynesia,2023,282561,2314.64,NA,62.33,60.99,36.64,NA,NA,NA,306292
PYF,French Polynesia,2024,283131.66,2318.21,NA,NA,NA,NA,NA,NA,NA,306292
QAT,Qatar,2020,49405.27,84.36,136.65,NA,NA,NA,NA,NA,61.659834254143654,2695131
QAT,Qatar,2021,85669.49,212.28,342.45,87.58,82.31,NA,NA,NA,63.333972602739735,2695131
QAT,Qatar,2022,168709.73,236.82,519.23,105.75,105.75,70.54,NA,NA,33.1278904109589,2695131
QAT,Qatar,2023,177884.27,238.55,684.51,105.83,105.83,70.68,NA,NA,NA,2695131
QAT,Qatar,2024,177884.27,238.55,NA,NA,NA,NA,NA,NA,NA,2695131
REU,Reunion,2020,10222.11,48.19,-110.46,NA,NA,NA,NA,NA,NA,974062
REU,Reunion,2021,82376.98,460.1,293.44,NA,NA,NA,NA,NA,NA,974062
REU,Reunion,2022,558388.44,1039.54,1164.3,NA,NA,NA,NA,NA,NA,974062
REU,Reunion,2023,567494.2,1056.75,1010.09,NA,NA,NA,NA,NA,NA,974062
REU,Reunion,2024,567494.2,1056.75,NA,NA,NA,NA,NA,NA,NA,974062
ROU,Romania,2020,32022.08,788.24,1686.03,0.05,NA,NA,NA,NA,52.38337016574585,19659270
ROU,Romania,2021,94037.52,3054.04,5501.8,27.85,39.76,NA,96.75,1065.71,62.24816438356165,19659270
ROU,Romania,2022,172436.3,3513.42,5864.24,NA,41.28,NA,58.29,663.76,18.890794520547953,19659270
ROU,Romania,2023,183264.67,3585.06,4645.96,41.65,NA,NA,8.19,88.66,NA,19659270
ROU,Romania,2024,184779.06,3590.85,NA,NA,NA,NA,NA,NA,NA,19659270
RUS,Russia,2020,20952.4,376.27,2560.02,0.04,NA,NA,NA,NA,48.199972375690614,144713312
RUS,Russia,2021,71383.62,2089.7,7421.18,51.01,46.14,5.1,NA,NA,46.464876712328774,144713312
RUS,Russia,2022,149500.67,2702.18,8749.64,60.58,54.54,13.49,NA,NA,29.494712328767132,144713312
RUS,Russia,2023,163116.98,2756.97,9344.61,61.56,55.08,14.39,NA,NA,NA,144713312
RUS,Russia,2024,166703.84,2769.53,NA,NA,NA,NA,NA,NA,NA,144713312
RWA,Rwanda,2020,572.63,5.35,NA,NA,NA,NA,NA,NA,61.69160220994479,13776702
RWA,Rwanda,2021,7655.98,98.6,NA,55.38,39.45,NA,NA,NA,60.95657534246574,13776702
RWA,Rwanda,2022,9737,107.46,NA,76.75,67.32,42.67,NA,NA,39.189424657534246,13776702
RWA,Rwanda,2023,9758.09,107.54,NA,79.01,75.49,42.67,NA,NA,NA,13776702
RWA,Rwanda,2024,9762.2,107.54,NA,NA,NA,NA,NA,NA,NA,13776702
SAU,Saudi Arabia,2020,11252.9,191.95,NA,NA,NA,NA,NA,NA,57.846436464088384,36408824
SAU,Saudi Arabia,2021,17168.61,275.68,NA,68.71,63.67,7.41,NA,NA,53.47643835616439,36408824
SAU,Saudi Arabia,2022,25695.63,295.51,NA,71.3,66.47,29.65,NA,NA,25.991397260274,36408824
SAU,Saudi Arabia,2023,26152.6,299.8,NA,74.27,69.86,NA,NA,NA,NA,36408824
SAU,Saudi Arabia,2024,26152.6,299.8,NA,NA,NA,NA,NA,NA,NA,36408824
SDN,Sudan,2020,500.05,30.78,NA,NA,NA,NA,NA,NA,50.66676795580112,46874200
SDN,Sudan,2021,937.26,66.78,NA,5.94,2.63,NA,NA,NA,30.530904109589056,46874200
SDN,Sudan,2022,1289.71,101.13,NA,22.41,17.71,1.97,NA,NA,7.638520547945198,46874200
SDN,Sudan,2023,1295.84,102.18,NA,32.44,28.62,8.3,NA,NA,NA,46874200
SDN,Sudan,2024,1295.84,102.18,NA,NA,NA,NA,NA,NA,NA,46874200
SEN,Senegal,2020,1049.4,21.92,NA,NA,NA,NA,NA,NA,41.53665745856352,17316452
SEN,Senegal,2021,4212.37,107.08,NA,7.6,5.3,NA,NA,NA,24.90279452054791,17316452
SEN,Senegal,2022,5036.51,111.49,NA,11.26,7.83,3.56,NA,NA,13.89,17316452
SEN,Senegal,2023,5045.01,111.66,NA,15.5,8.93,4.71,NA,NA,NA,17316452
SEN,Senegal,2024,5069.66,111.66,NA,NA,NA,NA,NA,NA,NA,17316452
SGP,Singapore,2020,10357.55,5.13,3.72,0.01,0,NA,NA,NA,51.94444751381216,5637022
SGP,Singapore,2021,49162.76,145.49,309.37,86.21,83.1,39.06,NA,NA,49.17161643835616,5637022
SGP,Singapore,2022,388306.94,302.84,972.31,91.49,90.74,78.77,NA,NA,30.07717808219176,5637022
SGP,Singapore,2023,517623.72,345.85,1552.29,91.55,90.85,NA,NA,NA,NA,5637022
SGP,Singapore,2024,532073.56,358.24,NA,NA,NA,NA,NA,NA,NA,5637022
SHN,Saint Helena,2020,0,0,NA,NA,NA,NA,NA,NA,NA,5401
SHN,Saint Helena,2021,0,0,NA,80.74,65.38,NA,NA,NA,NA,5401
SHN,Saint Helena,2022,403427.1,0,NA,NA,NA,NA,NA,NA,NA,5401
SHN,Saint Helena,2023,403427.1,0,NA,NA,NA,NA,NA,NA,NA,5401
SHN,Saint Helena,2024,403427.1,0,NA,NA,NA,NA,NA,NA,NA,5401
SLB,Solomon Islands,2020,21.76,0,NA,NA,NA,NA,NA,NA,31.474502762430916,724272
SLB,Solomon Islands,2021,28.17,0,NA,24.85,7.72,NA,NA,NA,29.710219178082195,724272
SLB,Solomon Islands,2022,27668.28,195.88,NA,47.47,35.12,3.84,NA,NA,48.84142465753425,724272
SLB,Solomon Islands,2023,33228.56,254.78,NA,NA,NA,NA,NA,NA,NA,724272
SLB,Solomon Islands,2024,33228.56,254.78,NA,NA,NA,NA,NA,NA,NA,724272
SLE,Sierra Leone,2020,307.97,9.18,NA,NA,NA,NA,NA,NA,36.244281767955805,8605723
SLE,Sierra Leone,2021,804.54,14.86,NA,8.17,4.2,NA,NA,NA,50.260657534246576,8605723
SLE,Sierra Leone,2022,937.56,15.1,NA,50.18,40.03,4.03,NA,NA,42.10942465753425,8605723
SLE,Sierra Leone,2023,939.86,15.1,NA,65.96,57.66,13.96,NA,NA,NA,8605723
SLE,Sierra Leone,2024,964.02,15.1,NA,NA,NA,NA,NA,NA,NA,8605723
SLV,El Salvador,2020,7104.58,206.52,753.09,NA,NA,NA,NA,NA,64.29723756906078,6336393
SLV,El Salvador,2021,19384.53,607.93,NA,70.76,65.6,15.47,NA,NA,33.87361643835617,6336393
SLV,El Salvador,2022,32129.75,673.53,NA,73.43,68.56,36.18,NA,NA,26.699561643835615,6336393
SLV,El Salvador,2023,32137.87,673.53,NA,NA,NA,NA,NA,NA,NA,6336393
SLV,El Salvador,2024,32151.25,673.53,NA,NA,NA,NA,NA,NA,NA,6336393
SMR,San Marino,2020,67217.77,1670.92,2456.08,NA,NA,NA,NA,NA,42.09618784530387,33690
SMR,San Marino,2021,223990.86,2872.8,3961.86,72.15,64.19,NA,NA,NA,52.43898630136988,33690
SMR,San Marino,2022,674434.94,3547.04,3935.89,78.23,70.15,57.43,NA,NA,15.242273972602735,33690
SMR,San Marino,2023,741418.25,3693.61,4342.66,NA,NA,NA,NA,NA,NA,33690
SMR,San Marino,2024,741418.25,3693.61,NA,NA,NA,NA,NA,NA,NA,33690
SOM,Somalia,2020,263.46,7.13,NA,NA,NA,NA,NA,NA,35.04207182320442,17597508
SOM,Somalia,2021,1321.88,74.88,NA,6.84,4.6,NA,NA,NA,35.5546301369863,17597508
SOM,Somalia,2022,1533.54,76.45,NA,42.76,35.94,NA,NA,NA,19.428109589041064,17597508
SOM,Somalia,2023,1535.46,76.45,NA,50.99,43.57,0.16,NA,NA,NA,17597508
SOM,Somalia,2024,1535.46,76.45,NA,NA,NA,NA,NA,NA,NA,17597508
SPM,Saint Pierre and Miquelon,2020,2777.78,0,NA,NA,NA,NA,NA,NA,NA,5885
SPM,Saint Pierre and Miquelon,2021,17013.89,0,NA,NA,NA,NA,NA,NA,NA,5885
SPM,Saint Pierre and Miquelon,2022,581250,347.22,NA,NA,NA,NA,NA,NA,NA,5885
SPM,Saint Pierre and Miquelon,2023,594791.7,347.22,NA,NA,NA,NA,NA,NA,NA,5885
SPM,Saint Pierre and Miquelon,2024,594791.7,347.22,NA,NA,NA,NA,NA,NA,NA,5885
SRB,Serbia,2020,47615.46,439.24,2129.19,NA,NA,NA,51.37,1416.13,49.94220994475138,6871547
SRB,Serbia,2021,189876.55,1850.62,6954.5,48.16,46.68,25.08,43.51,1241.93,44.48446575342466,6871547
SRB,Serbia,2022,359247.78,2576.12,8464.41,48.81,47.71,27.69,27.8,661.71,18.066219178082246,6871547
SRB,Serbia,2023,380413.34,2658.88,8130.29,NA,NA,NA,3.78,44.24,NA,6871547
SRB,Serbia,2024,380413.34,2658.88,NA,NA,NA,NA,NA,NA,NA,6871547
SSD,South Sudan,2020,318.02,5.72,NA,NA,NA,NA,NA,NA,53.718093922651924,10913172
SSD,South Sudan,2021,1343.78,12.25,NA,2.08,1.66,NA,NA,NA,45.30717808219179,10913172
SSD,South Sudan,2022,1666.61,12.52,NA,20.64,20.25,NA,NA,NA,22.535835616438355,10913172
SSD,South Sudan,2023,1707.53,13.34,NA,39.54,39.16,4.7,NA,NA,NA,10913172
SSD,South Sudan,2024,1707.89,13.34,NA,NA,NA,NA,NA,NA,NA,10913172
STP,Sao Tome and Principe,2020,4480.52,75.12,NA,NA,NA,NA,NA,NA,NA,227393
STP,Sao Tome and Principe,2021,16543.46,251.86,NA,37.99,22.52,NA,NA,NA,NA,227393
STP,Sao Tome and Principe,2022,27744.76,340.24,NA,56.1,45.72,14.59,NA,NA,NA,227393
STP,Sao Tome and Principe,2023,29764.09,353.49,NA,61.68,49.25,15.23,NA,NA,NA,227393
STP,Sao Tome and Principe,2024,29918.74,353.49,NA,NA,NA,NA,NA,NA,NA,227393
SUR,Suriname,2020,9435.58,190.96,79.4,NA,NA,NA,NA,NA,59.57751381215466,618046
SUR,Suriname,2021,82742.67,1903.16,2585.36,42.32,36.93,NA,NA,NA,72.94580821917808,618046
SUR,Suriname,2022,130912.28,2235.33,NA,43.33,38.49,7.91,NA,NA,30.857424657534256,618046
SUR,Suriname,2023,132378.97,2252.99,NA,NA,NA,NA,NA,NA,NA,618046
SUR,Suriname,2024,132388.6,2256.2,NA,NA,NA,NA,NA,NA,NA,618046
SVK,Slovakia,2020,30607.9,323.94,845.35,NA,NA,NA,42,403.48,46.008701657458566,5643455
SVK,Slovakia,2021,150849.58,2996.06,4486.16,44.75,43.44,2.15,112.16,701.34,52.952767123287664,5643455
SVK,Slovakia,2022,339598.22,3800.89,5343.66,46,45.68,12.12,75.49,518.3,18.463041095890446,5643455
SVK,Slovakia,2023,342675.4,3874.7,5263.4,NA,NA,NA,5.32,97.99,NA,5643455
SVK,Slovakia,2024,343127.25,3878.36,NA,NA,NA,NA,NA,NA,NA,5643455
SVN,Slovenia,2020,54561.91,1362.03,1359.24,0.54,NA,NA,98.12,624.58,50.57093922651933,2119843
SVN,Slovenia,2021,215977.45,2878.65,2374.34,58.99,56.09,22.05,136.33,597.21,54.59109589041094,2119843
SVN,Slovenia,2022,614970,4160.78,2868.04,59.71,57.66,31.04,81.14,383.05,17.10843835616437,2119843
SVN,Slovenia,2023,640315.7,4661.43,2871.38,NA,NA,NA,12.26,55.66,NA,2119843
SVN,Slovenia,2024,641340.2,4766.86,NA,NA,NA,NA,NA,NA,NA,2119843
SWE,Sweden,2020,39869.91,888.98,715.7,NA,NA,NA,53.08,259.16,49.54737569060767,10549349
SWE,Sweden,2021,122682.09,1459.09,935.46,71.98,68.78,NA,39.43,263.14,46.22523287671232,10549349
SWE,Sweden,2022,254772.2,2098.05,1389.84,73.68,71.95,91.41,11.56,208.45,14.803232876712327,10549349
SWE,Sweden,2023,261898.52,2544.59,1910.37,73.71,71.98,93.24,4.08,194.23,NA,10549349
SWE,Sweden,2024,262715.12,2612.58,NA,NA,NA,NA,NA,91.19,NA,10549349
SWZ,Eswatini,2020,6862.63,133.72,NA,NA,NA,NA,NA,NA,56.84511049723757,1201680
SWZ,Eswatini,2021,52818.02,1043.55,NA,27.8,25.07,NA,NA,NA,60.916356164383565,1201680
SWZ,Eswatini,2022,60726.66,1166.61,NA,42.24,28.47,12.28,NA,NA,28.58983561643839,1201680
SWZ,Eswatini,2023,61686.52,1170.71,NA,43.78,35.56,14.93,NA,NA,NA,1201680
SWZ,Eswatini,2024,61821.89,1170.71,NA,NA,NA,NA,NA,NA,NA,1201680
SXM,Sint Maarten (Dutch part),2020,32492.94,616.65,NA,NA,NA,NA,NA,NA,NA,44192
SXM,Sint Maarten (Dutch part),2021,112610.59,1778.81,NA,61.42,56.94,NA,NA,NA,NA,44192
SXM,Sint Maarten (Dutch part),2022,260607.64,2110.86,NA,67.41,60.32,20.52,NA,NA,NA,44192
SXM,Sint Maarten (Dutch part),2023,262101.84,2182.01,NA,67.41,60.58,20.7,NA,NA,NA,44192
SXM,Sint Maarten (Dutch part),2024,262101.84,2182.01,NA,NA,NA,NA,NA,NA,NA,44192
SYC,Seychelles,2020,1680.85,0,-1620.16,NA,NA,NA,NA,NA,32.22375690607734,107135
SYC,Seychelles,2021,194221.39,1003.73,-1034.88,76.86,73.05,NA,NA,NA,70.92282191780822,107135
SYC,Seychelles,2022,401132.78,1370.17,-546.97,80.09,76.22,41.73,NA,NA,35.38331506849314,107135
SYC,Seychelles,2023,408023.44,1370.17,-874.88,82.62,78,41.94,NA,NA,NA,107135
SYC,Seychelles,2024,413328.88,1370.17,NA,NA,NA,NA,NA,NA,NA,107135
SYR,Syria,2020,486.68,29.78,NA,NA,NA,NA,NA,NA,50.05378453038675,22125242
SYR,Syria,2021,2228.24,127.82,NA,5.4,3.53,NA,NA,NA,38.7774794520548,22125242
SYR,Syria,2022,2556.43,140.82,NA,14.37,10.06,0.34,NA,NA,24.220054794520586,22125242
SYR,Syria,2023,2556.43,140.82,NA,14.9,10.66,0.34,NA,NA,NA,22125242
SYR,Syria,2024,2556.43,140.82,NA,NA,NA,NA,NA,NA,NA,22125242
TCA,Turks and Caicos Islands,2020,18400.23,130.81,NA,NA,NA,NA,NA,NA,NA,45726
TCA,Turks and Caicos Islands,2021,70526.94,566.83,NA,63.88,59.34,NA,NA,NA,NA,45726
TCA,Turks and Caicos Islands,2022,141250.08,784.84,NA,70.72,66.24,15.9,NA,NA,NA,45726
TCA,Turks and Caicos Islands,2023,146286.16,872.05,NA,71.76,67.16,16.28,NA,NA,NA,45726
TCA,Turks and Caicos Islands,2024,148357.28,872.05,NA,NA,NA,NA,NA,NA,NA,45726
TCD,Chad,2020,107.61,5.64,NA,NA,NA,NA,NA,NA,55.19104972375691,17723312
TCD,Chad,2021,308.91,9.81,NA,1.16,0.46,NA,NA,NA,30.004575342465728,17723312
TCD,Chad,2022,414.46,10.51,NA,21.16,20.45,NA,NA,NA,24.298356164383573,17723312
TCD,Chad,2023,417.12,10.51,NA,29.04,28.33,22.81,NA,NA,NA,17723312
TCD,Chad,2024,417.33,10.51,NA,NA,NA,NA,NA,NA,NA,17723312
TGO,Togo,2020,391.1,7.48,NA,NA,NA,NA,NA,NA,47.34779005524865,8848700
TGO,Togo,2021,3079.52,27.06,NA,15.73,11.54,NA,NA,NA,47.96728767123286,8848700
TGO,Togo,2022,4328.07,31.9,NA,25.34,16.45,4.83,NA,NA,35.79227397260274,8848700
TGO,Togo,2023,4348.53,31.9,NA,25.49,17.56,4.83,NA,NA,NA,8848700
TGO,Togo,2024,4348.86,31.9,NA,NA,NA,NA,NA,NA,NA,8848700
THA,Thailand,2020,85.61,0.84,47.23,NA,NA,NA,NA,NA,46.50008264462808,71697024
THA,Thailand,2021,30807.28,300.83,881.55,71.71,64.6,10.36,NA,NA,55.72676712328767,71697024
THA,Thailand,2022,65822.64,468.3,2082.85,79.51,74.6,44.83,NA,NA,27.037095890410935,71697024
THA,Thailand,2023,66388.15,481.17,2781.71,NA,NA,NA,NA,NA,NA,71697024
THA,Thailand,2024,66901.21,483.93,NA,NA,NA,NA,NA,NA,NA,71697024
TJK,Tajikistan,2020,1331.24,8.84,1035.23,NA,NA,NA,NA,NA,37.769972375690585,9952789
TJK,Tajikistan,2021,1717.99,12.28,1681.38,37.27,29.09,NA,NA,NA,34.145041095890406,9952789
TJK,Tajikistan,2022,1746.77,12.28,1522.25,53.37,51.95,52.26,NA,NA,12.111150684931525,9952789
TJK,Tajikistan,2023,1746.77,12.28,NA,53.54,52.17,53.48,NA,NA,NA,9952789
TJK,Tajikistan,2024,1746.77,12.28,NA,NA,NA,NA,NA,NA,NA,9952789
TKL,Tokelau,2020,0,0,NA,NA,NA,NA,NA,NA,NA,1893
TKL,Tokelau,2021,0,0,NA,51.14,51.14,NA,NA,NA,NA,1893
TKL,Tokelau,2022,2162.63,0,NA,116.38,116.38,51.14,NA,NA,NA,1893
TKL,Tokelau,2023,34602.07,0,NA,NA,NA,NA,NA,NA,NA,1893
TKL,Tokelau,2024,34602.07,0,NA,NA,NA,NA,NA,NA,NA,1893
TKM,Turkmenistan,2020,0,0,NA,NA,NA,NA,NA,NA,41.25856353591162,6430777
TKM,Turkmenistan,2021,0,0,NA,0.5,0.3,NA,NA,NA,61.148931506849316,6430777
TKM,Turkmenistan,2022,0,0,NA,46.18,45.41,6.76,NA,NA,44.62293150684932,6430777
TKM,Turkmenistan,2023,0,0,NA,71.76,71.05,59.35,NA,NA,NA,6430777
TKM,Turkmenistan,2024,0,0,NA,NA,NA,NA,NA,NA,NA,6430777
TLS,East Timor,2020,29.94,0,NA,NA,NA,NA,NA,NA,NA,1341298
TLS,East Timor,2021,14484.05,89.1,NA,49.43,39.74,NA,NA,NA,59.41792569659442,1341298
TLS,East Timor,2022,17080.27,100.78,NA,65.52,58.93,23.5,NA,NA,18.37539726027399,1341298
TLS,East Timor,2023,17132.85,100.78,NA,66.12,59.77,25.36,NA,NA,NA,1341298
TLS,East Timor,2024,17132.85,100.78,NA,NA,NA,NA,NA,NA,NA,1341298
TON,Tonga,2020,0,0,NA,NA,NA,NA,NA,NA,40.65063535911603,106867
TON,Tonga,2021,9.52,0,NA,68.88,52.99,NA,NA,NA,46.01542465753425,106867
TON,Tonga,2022,156225.9,114.23,NA,81.66,72.06,35.87,NA,NA,50.60887671232877,106867
TON,Tonga,2023,161337.61,114.23,NA,81.73,72.39,36.03,NA,NA,NA,106867
TON,Tonga,2024,161594.62,114.23,NA,NA,NA,NA,NA,NA,NA,106867
TTO,Trinidad and Tobago,2020,4744.23,83.56,NA,NA,NA,NA,NA,NA,60.08803867403312,1531043
TTO,Trinidad and Tobago,2021,59457.64,1816.94,NA,46.52,43.68,4.98,NA,NA,72.47964383561644,1531043
TTO,Trinidad and Tobago,2022,124259.16,2859.11,NA,49.22,46.82,11.01,NA,NA,24.486876712328776,1531043
TTO,Trinidad and Tobago,2023,128012.02,2934.64,NA,NA,NA,NA,NA,NA,NA,1531043
TTO,Trinidad and Tobago,2024,128012.02,2934.64,NA,NA,NA,NA,NA,NA,NA,1531043
TUN,Tunisia,2020,10745.64,365.2,192.95,NA,NA,NA,NA,NA,45.01969613259667,12356116
TUN,Tunisia,2021,59639.82,2105.97,2436.46,55.76,47.93,6.93,NA,NA,61.213561643835625,12356116
TUN,Tunisia,2022,94681.51,2415.89,2502.81,58.41,51.74,10.15,NA,NA,42.37967123287671,12356116
TUN,Tunisia,2023,95167.02,2427.77,2267.98,58.42,51.81,10.19,NA,NA,NA,12356116
TUN,Tunisia,2024,95167.02,2427.77,NA,NA,NA,NA,NA,NA,NA,12356116
TUR,Turkey,2020,24505.06,225.41,779.6,NA,NA,NA,NA,NA,55.17447513812155,85341248
TUR,Turkey,2021,106675.27,933.89,2147.55,66.69,60.47,27.1,NA,NA,55.527232876712326,85341248
TUR,Turkey,2022,195324.78,1164.95,2701.75,67.89,62.31,48.54,NA,NA,16.243287671232892,85341248
TUR,Turkey,2023,195324.94,1164.95,3414.58,NA,NA,NA,NA,NA,NA,85341248
TUR,Turkey,2024,195325.25,1164.95,NA,NA,NA,NA,NA,NA,NA,85341248
TUV,Tuvalu,2020,0,0,NA,NA,NA,NA,NA,NA,NA,11335
TUV,Tuvalu,2021,0,0,NA,54.96,51.91,NA,NA,NA,NA,11335
